COMPANY,EXP,Industry ,JOB,Location.1,Min Salary,Max Salary,Salary.1
Công ty Cổ phần công nghệ giáo dục Tata,1 năm,"Giáo dục,Đào tạo",Trưởng Phòng Giáo Viên IELTS/ Trưởng Phòng Đào Tạo,Hà Nội,25,32,25-32
CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC TRỰC TUYẾN ALADANH,0,"Giáo dục,Đào tạo","Nhân Viên Tư Vấn Tuyển Sinh/ Telesales (Data Có Sẵn), Thu Nhập Trung Bình 13 - 25 Triệu++",Hà Nội,13,25,13-25
CÔNG TY CỔ PHẦN CÔNG NGHỆ INFOSYS VIỆT NAM,5 năm,"Kinh doanh,Bán hàng",Presales Network/System/AV Thu Nhập Upto 25 Triệu Tại Hà Nội,Hà Nội,25,0,25
CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,0-1 năm,Công nghệ thông tin,Nhân Viên Tư Vấn/Kinh Doanh Phần Mềm (Được Hỗ Trợ Nguồn) Thu Nhập Hấp Dẫn 12tr - 20tr,Hà Nội,12,20,12-20
CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBOT,1 năm,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng /Customer Success Staff - Đi Làm Ngay,Thừa Thiên Huế,0,0,0
CÔNG TY CỔ PHẦN CÔNG NGHỆ NQC,3 năm,Công nghệ thông tin,Nhân Viên Công Nghệ Thông Tin - IT,Hà Nội,10,18,10-18
CÔNG TY CỔ PHẦN CÔNG NGHỆ NQC,3 năm,"Điện,Điện tử viễn thông",Nhân Viên Công Nghệ Thông Tin - IT,Hà Nội,10,18,10-18
Công ty Cổ phần Công Nghệ ONUS LABS,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng (Customer Success Staff) _ Lương Cứng Up To 15M++ _ Chỉ Tuyển Nữ_ Đi L...,Hà Nội,15,20,15-20
Công ty Cổ Phần Công Nghệ Overate-Vntech,0-1 năm,Công nghệ thông tin,Nhân Viên Kinh Doanh Phần Mềm HCM (Đi Làm Ngay - Không Thử Việc),Hồ Chí Minh,15,30,15-30
Công Ty Cổ phần Công Nghệ Phúc Bình,1 năm,"Điện,Điện tử viễn thông",Kỹ Thuật Điện Thu Nhập 15 - 20 Triệu,"Hà Nội, Hải Phòng",15,20,15-20
Công Ty Cổ phần Công Nghệ Phúc Bình,2 năm,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Giải Pháp,Đà Nẵng,9,12,9-12
Công ty cổ phần công nghệ PosApp,2 năm,Công nghệ thông tin,"Trưởng Phòng Kinh Doanh / Sales Manager - Lĩnh Vực Cung Cấp Giải Pháp Công Nghệ, Phần Mềm, CNTT, Th...",Hồ Chí Minh,25,35,25-35
Công ty Cổ phần Công nghệ Prep,0-1 năm,"Giáo dục,Đào tạo","Nhân Viên Kinh Doanh/ Tư Vấn Tuyển Sinh/ Telesales (Sales Online), Nữ, Thu Nhập 18 - 30 Triệu++",Hà Nội,18,30,18-30
Công ty Cổ phần Công nghệ Prep,3 năm,Luật,Nhân Viên Pháp Chế (Full-Time) (Thu Nhập 12 - 15 Triệu/Tháng + Thu Nhập) Tại Hà Nội,Hà Nội,12,15,12-15
CÔNG TY CỔ PHẦN CÔNG NGHỆ SANDBOXVN,0-1 năm,Công nghệ thông tin,Nhân Viên Kinh Doanh Tư Vấn Phần Mềm (Sales B2B),Hà Nội,8.5,15,8.5-15
Công ty cổ phần Công nghệ Sapo,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Chuyên Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng [Toàn Quốc] - Thu Nhập Upto 30Tr+++, Chấp Nhận Sinh...",Hà Nội,15,30,15-30
Công ty cổ phần Công nghệ Sapo,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Tư Vấn Giải Pháp Công Nghệ - Lĩnh Vực TMĐT [Toàn Quốc] - Thu Nhập Cạnh Tranh, Đào Tạo Bài...",Hà Nội,10,30,10-30
CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ THIÊN QUANG,0,Công nghệ thông tin,Nhân Viên Kinh Doanh/Tư Vấn Dịch Vụ - Thử Việc 100% Lương - Thu Nhập 15-25M/Tháng,Hà Nội,15,25,15-25
CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ THIÊN QUANG,1 năm,"Marketing,PR,QC",Trưởng Phòng Marketing/ Marketing Manager -Thu Nhập Upto 20M + Thưởng (Làm T2-T6),Hà Nội,15,20,15-20
Công ty Cổ phần Công nghệ Tài chính Goline,1 năm,Công nghệ thông tin,Nhân Viên Tester (QC/ Tester),Hà Nội,10,15,10-15
CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,2 năm,Biên phiên dịch,Chuyên Viên Dịch Thuật Tiếng Trung,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN CÔNG NGHỆ TENON VIỆT NAM,2 năm,"Chăm sóc khách hàng,Vận hành",Trưởng Phòng Kỹ Thuật Dịch Vụ Tại Hà Nội - Đi Làm Ngay,Hà Nội,13,15,13-15
CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH DEVOL,0-1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Tự Động Hóa,"Bắc Ninh, Bắc Giang",16,20,16-20
CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN IPMAC,0-1 năm,Công nghệ thông tin,Nhân Viên CSKH & Hỗ Trợ Kinh Doanh _01 Năm Kinh Nghiệm Thu Nhập Up To 15M++ Đi Làm Ngay Tại Cầu Giấ...,Hà Nội,8,15,8-15
Công ty cổ phần Công nghệ thông tin Phú Minh (Phú Minh Teck),3 năm,Công nghệ thông tin,Business Analyst SAP ERP (FI) - Thu Nhập Upto 50 Triệu - Tại Hà Nội,Hà Nội,50,0,50
CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,0,"Chăm sóc khách hàng,Vận hành",Thực Tập Sinh Chương Trình Nhà Quản Trị Tương Lai (Management Trainee) Tại UpBase Make Business Bett...,Hà Nội,5,10,5-10
Công ty Cổ phần công nghệ và đầu tư Intech,2 năm,Luật,Nhân Viên Pháp Lý Dự Án,Hà Nội,13,18,13-18
Công ty cổ phần công nghệ và dịch vụ Procare,0,"Giáo dục,Đào tạo",Thực Tập Sinh Học Thuật Môn Toán,Hà Nội,3,5,3-5
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ MÔI TRƯỜNG ASIA,0,"Điện,Điện tử viễn thông","Thợ Điện (Điện Lạnh, Điện Công Nghiệp,...)",Bình Dương,10,15,10-15
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,5 năm,Công nghệ thông tin,"Senior System Engineer (Linux, Networking)",Hà Nội,25000000,0,25000000
Công ty Cổ phần Công nghệ VConnex,1 năm,Công nghệ thông tin,Chuyên Viên Thiết Kế (Graphic Designer) Tối Thiểu 1 Năm Kinh Nghiệm - Lương Từ 12-14 Triệu/ Tháng +...,Hà Nội,12,14,12-14
Công ty Cổ phần Công nghệ VConnex,1 năm,"Marketing,PR,QC",Chuyên Viên Thiết Kế (Graphic Designer) Tối Thiểu 1 Năm Kinh Nghiệm - Lương Từ 12-14 Triệu/ Tháng +...,Hà Nội,12,14,12-14
CÔNG TY CỔ PHẦN CÔNG NGHIỆP ANH HƯNG,1 năm,,"Nhân Viên Xuất Khẩu/ Nhân Viên Chứng Từ Hàng Xuất /Theo Dõi Đơn Hàng/ Chăm Sóc Khách Hàng, Sales Xuấ...",Hà Nội,10,15,10-15
Công ty Cổ phần Công nghiệp KIMSEN,1 năm,Biên phiên dịch,Nhân Viên Biên Phiên Dịch Tiếng Trung,Bắc Ninh,12,18,12-18
CÔNG TY CỔ PHẦN ĐÀM DƯƠNG GROUP,2 năm,"BĐS,Xây dựng",Nhân Viên Lập Dự Toán Thi Công - Thu Nhập Upto 15 Triệu/Tháng,Hà Nội,15,0,15
Công ty Cổ phần Đào tạo trực tuyến Unica,3 năm,"Giáo dục,Đào tạo",Giảng Viên Đào Tạo Trực Tuyến (Chốt Sale Qua Zoom),Hà Nội,0,0,0
CÔNG TY CỔ PHẦN DAPDANCE,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh/ Môi Giới Bất Động Sản ( THU NHẬP KHÔNG GIỚI HẠN ),Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI QUỐC TẾ TÂM VIỆT,5 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Ngành Y Dược - Nữ - Thu Nhập Hấp Dẫn Đến 20 Triệu - Đi Làm Ngay Tại Bắc Từ Liên...,Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI QUỐC TẾ TÂM VIỆT,5 năm,"Marketing,PR,QC",Trưởng Nhóm Marketing Dược Phẩm Và Dịch Vụ Y Tế - Thu Nhập Hấp Đẫn Đến 20 Triệu - Làm Việc Tại Bắc T...,Hà Nội,15,20,15-20
Công Ty Cổ Phần Đầu Tư Asia Dragon,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Sản Xuất,Hồ Chí Minh,10,15,10-15
Công Ty Cổ Phần Đầu Tư Bất Động Sản AMG,0,"BĐS,Xây dựng",Chuyên Viên Kinh Doanh Bất Động Sản (Có Lương Cứng)/ Tư Vấn Bán Hàng/ Chăm Sóc Khách Hàng,Hà Nội,100,300,100-300
Công Ty Cổ Phần Đầu Tư Bất Động Sản AMG,0,"Kinh doanh,Bán hàng",Nhân Viên Sales/Tư Vấn Tuyển Sinh Parttime - (Thu Nhập Hấp Dẫn),Hà Nội,100,300,100-300
CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN HOME PLUS,0-1 năm,"BĐS,Xây dựng",Trưởng Nhóm Kinh Doanh Thu Nhập 30.000.000 - 80.000.000,Hà Nội,30,80,30-80
CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN HOME PLUS,0-1 năm,"Kinh doanh,Bán hàng",Trưởng Nhóm Kinh Doanh Thu Nhập 30.000.000 - 80.000.000,Hà Nội,30,80,30-80
Công ty Cổ phần Đầu tư Brato Vietnam,1 năm,"BĐS,Xây dựng","Nhân Viên Kinh Doanh (Ngành Thiết Kế Nội Thất), Lương Cứng 7 - 15 Triệu (Hai Bà Trưng - Hà Nội)",Hà Nội,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ DỊCH VỤ THƯƠNG MẠI BÁCH LỘC,5 năm,"Kế toán,Kiểm toán,Thuế",Trưởng Phòng Tài Chính-Kế Toán(Ngành Bất Động Sản) - Thu Nhập 40m/Tháng,Hồ Chí Minh,40,0,40
CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC TẾ LANGMASTER,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên IELTS Part-Time Online - Sẵn Giáo Án,Hà Nội,10,20,10-20
CÔNG TY CỔ PHẦN ĐẦU TƯ HBR HOLDINGS,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên IELTS Online Part-Time,Hà Nội,15,30,15-30
Công ty Cổ phần Đầu tư HBR Holdings,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên IELTS Fulltime (Cung Cấp Giáo Trình),Hà Nội,20,40,20-40
Công ty cổ phần đầu tư Phát triển Máy Việt Nam,3 năm,,Thủ Kho Chi Nhánh,Ninh Bình,7,10,7-10
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ XÂY DỰNG THÀNH ĐÔ,5 năm,Luật,Phát Triển Dự Án Và Hoàn Thiện Thủ Tục Đầu Tư,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ XÂY DỰNG THÀNH ĐÔ,5+ năm,Luật,Trưởng Phòng Pháp Chế (Mạnh Tư Vấn Đầu Tư),Hà Nội,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ RNI,3 năm,"Bán lẻ,Dịch vụ đời sống",Leader / Trưởng Nhóm Marketing Ngành Mỹ Phẩm Và Hóa Phẩm (Lương Cứng 12 - 15 Triệu + Thưởng),Hà Nội,12,15,12-15
CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ RNI,3 năm,"Marketing,PR,QC",Leader / Trưởng Nhóm Marketing Ngành Mỹ Phẩm Và Hóa Phẩm (Lương Cứng 12 - 15 Triệu + Thưởng),Hà Nội,12,15,12-15
CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT VÀ XUẤT NHẬP KHẨU HOÀNG HÀ,2 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kế Toán Tổng Hợp - Phỏng Vấn Đi Làm Ngay Tại Hà Nội (Mức Lương 13 - 15 Triệu++),Hà Nội,13,15,13-15
CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT VÀ XUẤT NHẬP KHẨU HOÀNG HÀ,2 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Tổng Hợp - Phỏng Vấn Đi Làm Ngay Tại Hà Nội (Mức Lương 13 - 15 Triệu++),Hà Nội,13,15,13-15
Công ty Cổ Phần Đầu tư Thiên Ân,5+ năm,"Điện,Điện tử viễn thông","Quản Lý Thiết Kế M&E (PCCC, Điện, Nước, Điều Hòa)",Hà Nội,15,22,15-22
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI & DỊCH VỤ MEOWTOPIA,2 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cơ Sở Billiards/ Cửa Hàng Trưởng [Quận 1 - Tp. Hồ Chí Minh ] -[ Buôn Ma Thuột - Đắk Lắk ] -[...,Hà Nội,12,20,12-20
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI & DỊCH VỤ MEOWTOPIA,2 năm,"Kinh doanh,Bán hàng",Quản Lý Cơ Sở Billiards/ Cửa Hàng Trưởng [Quận 1 - Tp. Hồ Chí Minh ] -[ Buôn Ma Thuột - Đắk Lắk ] -[...,Hà Nội,12,20,12-20
Công ty Cổ phần Đầu tư Thương mại Bách Tường Phát,2 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Trưởng,Hà Nội,20,30,20-30
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BẤT ĐỘNG SẢN TOÀN CẦU G-HOME,1 năm,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh, Sale BĐS - Có Lương Cứng, Thu Nhập Đến 70 Triệu Tại Hà Nội",Hà Nội,5,70,5-70
Công ty Cổ phần Đầu tư Thương mại và Kỹ thuật Hòa Bình,2 năm,"Điện,Điện tử viễn thông","Kỹ Sư Cơ Điện ( Cấp Thoát Nước, HVAC, PCCC,Điện )","Hưng Yên, Hà Nội",14,25,14-25
Công ty cổ phần đầu tư thương mại và xây dựng Hải Phong,0,Biên phiên dịch,Nhân Viên Đối Ngoại - Biên Phiên Dịch,Hà Nội,12,20,12-20
Công ty Cổ phần Đầu tư Titan ( Trung tâm Toán Titan),1 năm,"Giáo dục,Đào tạo",Giáo Viên Dạy Toán Fulltime/ Parttime,Hồ Chí Minh,7,12,7-12
CÔNG TY CỔ PHẦN ĐẦU TƯ TMJ GROUP,1 năm,"Giáo dục,Đào tạo",Nhân Viên Tư Vấn Tuyển Sinh/ Telesales/ Kinh Doanh - Thu Nhập 15 - 18 Triệu/Tháng - Tại Hà Nội,Hà Nội,15,18,15-18
Công ty Cổ phần Đầu tư Tương lai Mỹ Anh,0,"Giáo dục,Đào tạo","Nhân Viên Tư Vấn Tuyển Sinh Thử Việc 100% Lương, Không Yêu Cầu Kinh Nghiệm Tại Hà Nội",Hà Nội,8,15,8-15
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ SAIGON REAL,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh Có Hỗ Trợ Lương Cứng Lũy Tuyến Lên Đến 18 Triệu ( Tại Quận 2 Và Bình Thạnh),Hồ Chí Minh,50,0,50
Công ty cổ phần đầu tư và giáo dục Hanoi Academy,2 năm,"Giáo dục,Đào tạo",Giáo Viên Dạy Kinh Doanh Bằng Tiếng Anh,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐỊA ỐC CORELAND,0-1 năm,Luật,"Nhân Viên Pháp Chế Tổng Hợp Nội Bộ, Thu Nhập Upto 12 Triệu Tại Thanh Hoá",Thanh Hoá,9,12,9-12
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ CITIGYM,5+ năm,Luật,Trưởng Phòng Pháp Lý,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH MAGIC TRAVEL,0-1 năm,"Du lịch,Khách sạn",Nhân Viên Kinh Doanh,Hà Nội,8,15,8-15
Công ty Cổ phần Đầu tư và Phát triển du lịch Ravi,0,"Chăm sóc khách hàng,Vận hành","Telesales / Đặt Lịch Hẹn Mảng Du Lịch - Không Cần Kinh Nghiệm, Chấp Nhận Sinh Viên Mới Ra Trường",Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG THĂNG LONG,1 năm,"BĐS,Xây dựng",Giám Sát An Toàn (Lương Từ 15 Triệu),Hà Nội,15,0,15
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HOMEPRO,0-1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Nội Bộ - Hồ Chí Minh- Thu Nhập Hấp Dẫn,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ QUẢN LÝ TÀI SẢN WONDER,0,"Du lịch,Khách sạn",Nhân Viên Vệ Sinh & Chăm Sóc Cảnh Quan,Lâm Đồng,6,8,6-8
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ QUẢN LÝ TÀI SẢN WONDER,1 năm,"Du lịch,Khách sạn",Điều Phối Viên Vận Hành,Lâm Đồng,7,15,7-15
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI PMG,0,"Marketing,PR,QC","Nhân Viên Digital Marketing (Nam), Thu Nhập Upto 30 Triệu Tại Hà Nội",Hà Nội,15,30,15-30
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI VIỆT EDU,3 năm,"Kế toán,Kiểm toán,Thuế","Nhân Viên Kế Toán Tổng Hợp (Lương Upto 16 Triệu) Đi Làm Ngay Tại Thanh Xuân, Hà Nội",Hà Nội,12,16,12-16
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY LẮP NAM GIANG,1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Cơ Điện ME,Bắc Ninh,0,0,0
Công Ty Cổ Phần Đầu Tư Việt Á Land,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh/ Tư Vấn/ Sales Bất Động Sản Tại Hồ Chí Minh (Lương Cứng Từ 10-30triệu+ Hoa Hồng...,Hồ Chí Minh,50,200,50-200
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ENTIZ,5 năm,"BĐS,Xây dựng",Architect Design Manager - Quản Lý Thiết Kế - Lương 40-70 Triệu - TP Vinh,Nghệ An,40,70,40-70
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ENTIZ,5 năm,Công nghệ thông tin,Trưởng Phòng IT - Lương 30-60 Triệu - Tp Vinh,Nghệ An,30,60,30-60
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HIỆP HÒA,2 năm,"Điện,Điện tử viễn thông",Kỹ Sư Thiết Kế Điện,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG SƠN THÀNH AN,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Trưởng Làm Việc Tại Đà Nẵng,Đà Nẵng,0,0,0
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI KINH BẮC STAR,5 năm,"BĐS,Xây dựng",Kỹ Sư PCCC (Kỹ Sư Thiết Kế Phòng Cháy Chữa Cháy),Bắc Ninh,18,0,18
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI KINH BẮC STAR,5 năm,"BĐS,Xây dựng",Kỹ Sư Thiết Kế Cơ Điện (Kỹ Sư Cơ Điện) Lương Cứng 18 Triệu + Thưởng,Bắc Ninh,18,0,18
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI KINH BẮC STAR,5 năm,"Điện,Điện tử viễn thông",Kỹ Sư Thiết Kế Cơ Điện (Kỹ Sư Cơ Điện) Lương Cứng 18 Triệu + Thưởng,Bắc Ninh,18,0,18
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VĨNH THUẬN,2 năm,"BĐS,Xây dựng",Nhân Viên Trắc Địa,"Đồng Nai, Tiền Giang",14,15,14-15
Công ty cổ phần đầu tư xây lắp và công nghiệp Đất Đỏ,1 năm,Biên phiên dịch,Phiên Dịch Viên Tiếng Trung,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN DCOR VIỆT NAM,0-1 năm,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh/ Tư Vấn Bán Hàng - Từ 6 Tháng Kinh Nghiệm Trở Lên - Làm Việc Q2, HCM - Thu Nhập...",Hồ Chí Minh,18,0,18
CÔNG TY CỔ PHẦN ĐỆ TAM,2 năm,Luật,Nữ Nhân Viên Pháp Lý -Yc 3 Năm Kinh Nghiệm (Bất Động Sản) - Tân Bình - Thu Nhập Upto 25 Triệu,Hồ Chí Minh,12,15,12-15
CÔNG TY CỔ PHẦN DI CHUYỂN XANH VÀ THÔNG MINH GSM,3 năm,"Chăm sóc khách hàng,Vận hành",Trưởng Nhóm Chăm Sóc Khách Hàng Qua Tổng Đài,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN ĐỊA ỐC THANH PHÁT LAND,0,"BĐS,Xây dựng","Nhân Viên Kinh Doanh/ Sales BĐS (Lương Cứng 9Triệu, Không Áp KPI + HH Cao, Không Phải Đi Tìm Khách)...",Hồ Chí Minh,50,200,50-200
CÔNG TY CỔ PHẦN ĐỊA ỐC THANH PHÁT LAND,0,"BĐS,Xây dựng","Nhân Viên Kinh Doanh/ Tư Vấn/ Sales BĐS (LCB 9 Triệu, Thu Nhập Cao, Cấp Khách Luôn) - Tại TP. HCM",Hồ Chí Minh,9,50,9-50
CÔNG TY CỔ PHẦN DỊCH THUẬT CHUYÊN NGHIỆP SỐ 1,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kinh Doanh Và Chăm Sóc Khách Hàng Tại Hà Nội (Lương 12tr - 18tr + Thưởng) NHẬN VIỆC NGAY,Hà Nội,8,12,8-12
CÔNG TY CỔ PHẦN DỊCH VỤ BẠN UỐNG TÔI LÁI,0-1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Phát Triển Dịch Vụ Thuê Tài Xế - Thu Nhập Cạnh Tranh,Cần Thơ,0,0,0
CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN DMH GROUP,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh_Có Lương Cứng_Thu Nhập Lên Tới 200 Triệu/ Không Đạt KPI Vẫn Nhận Đủ Lương,Hà Nội,50,200,50-200
CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN DMH GROUP,0,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh_Có Lương Cứng_Thu Nhập Lên Tới 200 Triệu/ Không Đạt KPI Vẫn Nhận Đủ Lương,Hà Nội,50,200,50-200
CÔNG TY CỔ PHẦN DỊCH VỤ CHUYỂN PHÁT NHANH QUỐC TẾ ABM,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng (Hà Nội),Hà Nội,7.5,8,7.5-8
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ LHD,0-1 năm,Công nghệ thông tin,Nhân Viên Kinh Doanh Lĩnh Vực F&B - Nhận Việc Ngay - Lương Cứng Đến 15 Triệu + Thưởng (Deal Theo Năn...,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ LHD,0-1 năm,"Kinh doanh,Bán hàng","Nhân Viên Bán Hàng Kỹ Thuật, Lương Từ 10-15 Triệu, Ưu Tiên Nam Giới, Tiếng Anh Tốt (Gia Lâm - Hà Nội...",Hồ Chí Minh,0,0,0
Công Ty Cổ Phần Dịch Vụ Địa Ốc PQR,0,"BĐS,Xây dựng",Nhân Viên Kinh Doanh / Sale / Tư Vấn Bất Động Sản - Không Yêu Cầu Kinh Nghiệm (Lương Cứng 5-6 Triệu...,Hồ Chí Minh,100,0,100
CÔNG TY CỔ PHẦN DỊCH VỤ HẬU CẦN EFEX ASIA,3 năm,,Customer Success Manager,Hà Nội,20,40,20-40
CÔNG TY CỔ PHẦN DỊCH VỤ MÔI GIỚI VIETNAM LAND,0,"BĐS,Xây dựng",Chuyên Viên Bất Động Sản /Sales - Chỉ Nhận Hotline Chốt Khách-Thử Việc 3 Tháng Lương 16 Triệu- Hồ Ch...,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN DỊCH VỤ MÔI GIỚI VIETNAM LAND,0,"BĐS,Xây dựng",Chuyên Viên Bất Động Sản /Tư Vấn Căn Hộ/ Sales Bất Động Sản / Nhân Viên Kinh Doanh/ Chăm Sóc Khách H...,Hồ Chí Minh,25,80,25-80
CÔNG TY CỔ PHẦN DỊCH VỤ MÔI GIỚI VIETNAM LAND,0,"Kinh doanh,Bán hàng",Nhân Viên Sale (Nam) Biết Tiếng Trung & Tiếng Anh. Có Kinh Nghiệm Sales Trong Lĩnh Vực Phụ Kiện Ngàn...,Hồ Chí Minh,25,80,25-80
CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI NHẤT VIỆT LOGISTICS,3 năm,,Trưởng Phòng Kinh Doanh Logistics/ Sales Logistics Manager (Thu Nhập Hấp Dẫn),"Bình Dương, Hồ Chí Minh",0,0,0
CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI QSC VIỆT NAM,1 năm,"Chăm sóc khách hàng,Vận hành","Nhân Viên Vận Hành Sàn TMĐT (Shopee, Tiktok) Lương Cứng 10-15 Triệu _Tại Hà Nội",Hà Nội,12,18,12-18
CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI QSC VIỆT NAM,1 năm,"Marketing,PR,QC",Leader Digital Marketing- Trưởng Nhóm Marketing - Thu Nhập 15-20M - Hà Nội,Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,0,,"Nhân Viên Kinh Doanh Hàng Tiêu Dùng Win+ ( Thu Nhập Từ 10-17 Triệu, Không Yêu Cầu Kinh Nghiệm, Thanh...",Thanh Hoá,10,17,10-17
